column_name,human_readable,data_file,data_file_desc,component,sas_label,description,target,var_type,valid_range_min,valid_range_max,sentinel_values,value_labels,hard_edit_notes,parse_notes
DRD350G,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,Scallops eaten during past 30 days,Scallops eaten during the past 30 days,"Both males and females 1 YEARS -
			150 YEARS",binary,1.0,2.0,{},"{""1"": ""Yes"", ""2"": ""No""}",,
DRD350GQ,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,# of times scallops eaten past 30 days,Number of times scallops were eaten in the past 30 days,"Both males and females 1 YEARS -
			150 YEARS",continuous,1.0,12.0,{},{},,
DRD350H,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,Shrimp eaten during past 30 days,Shrimp eaten during past 30 days,"Both males and females 1 YEARS -
			150 YEARS",binary,1.0,2.0,{},"{""1"": ""Yes"", ""2"": ""No""}",,
DRD350HQ,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,# of times shrimp eaten in past 30 days,Number of times shrimp was eaten in the last 30 days,"Both males and females 1 YEARS -
			150 YEARS",continuous,1.0,22.0,{},{},,
DRD350I,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,Other shellfish eaten past 30 days,"Other shellfish ( ex. octopus, squid) eaten during past 30 days","Both males and females 1 YEARS -
			150 YEARS",binary,1.0,2.0,{},"{""1"": ""Yes"", ""2"": ""No""}",,
DRD350IQ,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,# of times other shellfish eaten,"Number of times other shellfish (ex. octopus, squid) was eaten in the past 30 days","Both males and females 1 YEARS -
			150 YEARS",continuous,1.0,16.0,{},{},,
DRD350J,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,Other unknown shellfish eaten past 30 d,Other unknown shellfish eaten during past 30 days,"Both males and females 1 YEARS -
			150 YEARS",binary,1.0,2.0,{},"{""1"": ""Yes"", ""2"": ""No""}",,
DRD350JQ,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,# of times other unknown shellfish eaten,Number of times other unknown shellfish was eaten in the past 30 days,"Both males and females 1 YEARS -
			150 YEARS",continuous,1.0,4.0,{},{},,
DRD350K,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,Refused on shellfish eaten past 30 days,Refused to give detailed information on shellfish eaten during past 30 days,"Both males and females 1 YEARS -
			150 YEARS",binary,1.0,2.0,{},"{""1"": ""Yes"", ""2"": ""No""}",,
DRD360,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,Fish eaten during past 30 days,"Please look at this list of fish. During the past 30 days did you eat any types of fish listed on this card? Include any foods that had fish in them such as sandwiches, soups, or salads.","Both males and females 1 YEARS -
			150 YEARS",binary,1.0,2.0,"{""7"": ""Refused"", ""9"": ""Don't know""}","{""1"": ""Yes"", ""2"": ""No""}",,
DRD370A,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,Breaded fish products eaten past 30 days,Breaded fish products eaten during past 30 days,"Both males and females 1 YEARS -
			150 YEARS",binary,1.0,2.0,{},"{""1"": ""Yes"", ""2"": ""No""}",,
DRD370AQ,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,# of times breaded fish products eaten,Number of times breaded fish products were eaten in the past 30 days,"Both males and females 1 YEARS -
			150 YEARS",continuous,1.0,20.0,{},{},,
DRD370B,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,Tuna eaten during past 30 days,Tuna eaten during past 30 days,"Both males and females 1 YEARS -
			150 YEARS",binary,1.0,2.0,{},"{""1"": ""Yes"", ""2"": ""No""}",,
DRD370BQ,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,# of times tuna eaten in past 30 days,Number of times tuna was eaten in the past 30 days,"Both males and females 1 YEARS -
			150 YEARS",continuous,1.0,82.0,{},{},,
DRD370C,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,Bass eaten during past 30 days,Bass eaten during past 30 days,"Both males and females 1 YEARS -
			150 YEARS",binary,1.0,2.0,{},"{""1"": ""Yes"", ""2"": ""No""}",,
DRD370CQ,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,# of times bass eaten in past 30 days,Number of times bass was eaten in the past 30 days,"Both males and females 1 YEARS -
			150 YEARS",continuous,1.0,6.0,{},{},,
DRD370D,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,Catfish eaten during past 30 days,Catfish eaten during past 30 days,"Both males and females 1 YEARS -
			150 YEARS",binary,1.0,2.0,{},"{""1"": ""Yes"", ""2"": ""No""}",,
DRD370DQ,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,# of times catfish eaten in past 30 days,Number of times catfish was eaten in the past 30 days,"Both males and females 1 YEARS -
			150 YEARS",continuous,1.0,15.0,{},{},,
DRD370E,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,Cod eaten during past 30 days,Cod eaten during past 30 days,"Both males and females 1 YEARS -
			150 YEARS",binary,1.0,2.0,{},"{""1"": ""Yes"", ""2"": ""No""}",,
DRD370EQ,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,# of times cod eaten in past 30 days,Number of times cod was eaten in the past 30 days,"Both males and females 1 YEARS -
			150 YEARS",continuous,1.0,29.0,{},{},,
DRD370F,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,Flatfish eaten during past 30 days,Flatfish eaten during past 30 days,"Both males and females 1 YEARS -
			150 YEARS",binary,1.0,2.0,{},"{""1"": ""Yes"", ""2"": ""No""}",,
DRD370FQ,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,# of times flatfish eaten past 30 days,Number of times flatfish was eaten in the past 30 days,"Both males and females 1 YEARS -
			150 YEARS",continuous,1.0,24.0,{},{},,
DRD370G,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,Haddock eaten during past 30 days,Haddock eaten during past 30 days,"Both males and females 1 YEARS -
			150 YEARS",binary,1.0,2.0,{},"{""1"": ""Yes"", ""2"": ""No""}",,
DRD370GQ,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,# of times haddock eaten in past 30 days,Number of times haddock was eaten in the past 30 days,"Both males and females 1 YEARS -
			150 YEARS",continuous,1.0,22.0,{},{},,
DRD370H,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,Mackerel eaten during past 30 days,Mackerel eaten during past 30 days,"Both males and females 1 YEARS -
			150 YEARS",binary,1.0,2.0,{},"{""1"": ""Yes"", ""2"": ""No""}",,
DRD370HQ,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,# of times mackerel eaten past 30 days,Number of times mackerel was eaten in the past 30 days,"Both males and females 1 YEARS -
			150 YEARS",continuous,1.0,10.0,{},{},,
DRD370I,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,Perch eaten during past 30 days,Perch eaten during past 30 days,"Both males and females 1 YEARS -
			150 YEARS",binary,1.0,2.0,{},"{""1"": ""Yes"", ""2"": ""No""}",,
DRD370IQ,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,# of times perch eaten in past 30 days,Number of times perch was eaten in the past 30 days,"Both males and females 1 YEARS -
			150 YEARS",continuous,1.0,6.0,{},{},,
DRD370J,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,Pike eaten during past 30 days,Pike eaten during past 30 days,"Both males and females 1 YEARS -
			150 YEARS",binary,1.0,2.0,{},"{""1"": ""Yes"", ""2"": ""No""}",,
DRD370JQ,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,# of times pike eaten in past 30 days,Number of times pike was eaten in the past 30 days,"Both males and females 1 YEARS -
			150 YEARS",continuous,1.0,6.0,{},{},,
DRD370K,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,Pollock eaten during past 30 days,Pollock eaten during past 30 days,"Both males and females 1 YEARS -
			150 YEARS",binary,1.0,2.0,{},"{""1"": ""Yes"", ""2"": ""No""}",,
DRD370KQ,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,# of times pollock eaten in past 30 days,Number of times pollock was eaten in the past 30 days,"Both males and females 1 YEARS -
			150 YEARS",continuous,1.0,15.0,{},{},,
DRD370L,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,Porgy eaten during past 30 days,Porgy eaten during past 30 days,"Both males and females 1 YEARS -
			150 YEARS",binary,1.0,2.0,{},"{""1"": ""Yes"", ""2"": ""No""}",,
DRD370LQ,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,# of times porgy eaten in past 30 days,Number of times porgy was eaten in the past 30 days,"Both males and females 1 YEARS -
			150 YEARS",continuous,1.0,7.0,{},{},,
DRD370M,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,Salmon eaten during past 30 days,Salmon eaten during past 30 days,"Both males and females 1 YEARS -
			150 YEARS",binary,1.0,2.0,{},"{""1"": ""Yes"", ""2"": ""No""}",,
DRD370MQ,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,# of times salmon eaten in past 30 days,Number of times salmon was eaten in the past 30 days,"Both males and females 1 YEARS -
			150 YEARS",continuous,1.0,30.0,{},{},,
DRD370N,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,Sardines eaten during past 30 days,Sardines eaten during past 30 days,"Both males and females 1 YEARS -
			150 YEARS",binary,1.0,2.0,{},"{""1"": ""Yes"", ""2"": ""No""}",,
DRD370NQ,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,# of times sardines eaten past 30 days,Number of times sardines were eaten in the past 30 days,"Both males and females 1 YEARS -
			150 YEARS",continuous,1.0,30.0,{},{},,
DRD370O,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,Sea bass eaten during past 30 days,Sea bass eaten during past 30 days,"Both males and females 1 YEARS -
			150 YEARS",binary,1.0,2.0,{},"{""1"": ""Yes"", ""2"": ""No""}",,
DRD370OQ,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,# of times sea bass eaten past 30 days,Number of times sea bass was eaten in the past 30 days,"Both males and females 1 YEARS -
			150 YEARS",continuous,1.0,8.0,{},{},,
DRD370P,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,Shark eaten during past 30 days,Shark eaten during past 30 days,"Both males and females 1 YEARS -
			150 YEARS",binary,1.0,2.0,{},"{""1"": ""Yes"", ""2"": ""No""}",,
DRD370PQ,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,# of times shark eaten in past 30 days,Number of times shark was eaten in the past 30 days,"Both males and females 1 YEARS -
			150 YEARS",continuous,1.0,3.0,{},{},,
DRD370Q,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,Swordfish eaten during past 30 days,Swordfish eaten during past 30 days,"Both males and females 1 YEARS -
			150 YEARS",binary,1.0,2.0,{},"{""1"": ""Yes"", ""2"": ""No""}",,
DRD370QQ,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,# of times swordfish eaten past 30 days,Number of times swordfish was eaten in the past 30 days,"Both males and females 1 YEARS -
			150 YEARS",continuous,1.0,3.0,{},{},,
DRD370R,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,Trout eaten during past 30 days,Trout eaten during past 30 days,"Both males and females 1 YEARS -
			150 YEARS",binary,1.0,2.0,{},"{""1"": ""Yes"", ""2"": ""No""}",,
DRD370RQ,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,# of times trout eaten in past 30 days,Number of times trout was eaten in the past 30 days,"Both males and females 1 YEARS -
			150 YEARS",continuous,1.0,10.0,{},{},,
DRD370S,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,Walleye eaten during past 30 days,Walleye eaten during the past 30 days,"Both males and females 1 YEARS -
			150 YEARS",binary,1.0,2.0,{},"{""1"": ""Yes"", ""2"": ""No""}",,
DRD370SQ,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,# of times walleye eaten in past 30 days,Number of times walleye was eaten in the past 30 days,"Both males and females 1 YEARS -
			150 YEARS",continuous,1.0,6.0,{},{},,
DRD370T,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,Other fish eaten during past 30 days,Other type of fish eaten during past 30 days,"Both males and females 1 YEARS -
			150 YEARS",binary,1.0,2.0,{},"{""1"": ""Yes"", ""2"": ""No""}",,
DRD370TQ,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,# of times other fish eaten past 30 days,Number of times other type of fish was eaten in the past 30 days,"Both males and females 1 YEARS -
			150 YEARS",continuous,1.0,30.0,{},{},,
DRD370U,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,Other unknown fish eaten in past 30 days,Other unknown type eaten during past 30 days,"Both males and females 1 YEARS -
			150 YEARS",binary,1.0,2.0,{},"{""1"": ""Yes"", ""2"": ""No""}",,
DRD370UQ,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,# of times other unknown fish eaten,Number of times other unknown type of fish was eaten in the past 30 days,"Both males and females 1 YEARS -
			150 YEARS",continuous,1.0,6.0,{},{},,
DRD370V,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,Refused on fish eaten past 30 days,Refused to give detailed information on fish eaten during past 30 days,"Both males and females 1 YEARS -
			150 YEARS",binary,1.0,2.0,{},"{""1"": ""Yes"", ""2"": ""No""}",,
DRDINT,,DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,Number of days of intake,Indicates whether the sample person has intake data for one or two days.,"Both males and females 0 YEARS -
			150 YEARS",binary,1.0,2.0,{},"{""1"": ""Day 1 only"", ""2"": ""Day 1 and day 2""}",,
DRQSDIET,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,On special diet?,"Are you currently on any kind of diet, either to lose weight or for some other health-related reason?","Both males and females 0 YEARS -
			150 YEARS",binary,1.0,2.0,"{""9"": ""Don't know""}","{""1"": ""Yes"", ""2"": ""No""}",,
DRQSDT1,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,Weight loss/Low calorie diet,What kind of diet are you on? (Is it a weight loss or low calorie diet: low fat or cholesterol diet; low salt or sodium diet; sugar free or low sugar diet; low fiber diet; high fiber diet; diabetic diet; or another type of diet?),"Both males and females 0 YEARS -
			150 YEARS",binary,,,{},"{""1"": ""Weight loss or low calorie diets""}",,
DRQSDT10,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,High protein diet,What kind of diet are you on? (Is it a weight loss or low calorie diet: low fat or cholesterol diet; low salt or sodium diet; sugar free or low sugar diet; low fiber diet; high fiber diet; diabetic diet; or another type of diet?),"Both males and females 0 YEARS -
			150 YEARS",binary,,,{},"{""10"": ""High protein diet""}",,
DRQSDT11,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,Gluten-free/Celiac diet,What kind of diet are you on? (Is it a weight loss or low calorie diet: low fat or cholesterol diet; low salt or sodium diet; sugar free or low sugar diet; low fiber diet; high fiber diet; diabetic diet; or another type of diet?),"Both males and females 0 YEARS -
			150 YEARS",binary,,,{},"{""11"": ""Gluten-free/Celiac diet""}",,
DRQSDT12,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,Renal/Kidney diet,What kind of diet are you on? (Is it a weight loss or low calorie diet: low fat or cholesterol diet; low salt or sodium diet; sugar free or low sugar diet; low fiber diet; high fiber diet; diabetic diet; or another type of diet?),"Both males and females 0 YEARS -
			150 YEARS",binary,,,{},"{""12"": ""Renal/Kidney diet""}",,
DRQSDT2,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,Low fat/Low cholesterol diet,What kind of diet are you on? (Is it a weight loss or low calorie diet: low fat or cholesterol diet; low salt or sodium diet; sugar free or low sugar diet; low fiber diet; high fiber diet; diabetic diet; or another type of diet?),"Both males and females 0 YEARS -
			150 YEARS",binary,,,{},"{""2"": ""Low fat or low cholesterol diet""}",,
DRQSDT3,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,Low salt/Low sodium diet,What kind of diet are you on? (Is it a weight loss or low calorie diet: low fat or cholesterol diet; low salt or sodium diet; sugar free or low sugar diet; low fiber diet; high fiber diet; diabetic diet; or another type of diet?),"Both males and females 0 YEARS -
			150 YEARS",binary,,,{},"{""3"": ""Low salt or low sodium diet (including diet to lower blood pressure or hypertension)""}",,
DRQSDT4,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,Sugar free/Low sugar diet,What kind of diet are you on? (Is it a weight loss or low calorie diet: low fat or cholesterol diet; low salt or sodium diet; sugar free or low sugar diet; low fiber diet; high fiber diet; diabetic diet; or another type of diet?),"Both males and females 0 YEARS -
			150 YEARS",binary,,,{},"{""4"": ""Sugar free or low sugar diet""}",,
DRQSDT5,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,Low fiber diet,What kind of diet are you on? (Is it a weight loss or low calorie diet: low fat or cholesterol diet; low salt or sodium diet; sugar free or low sugar diet; low fiber diet; high fiber diet; diabetic diet; or another type of diet?),"Both males and females 0 YEARS -
			150 YEARS",binary,,,{},"{""5"": ""Low fiber or low residue diet""}",,
DRQSDT6,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,High fiber diet,What kind of diet are you on? (Is it a weight loss or low calorie diet: low fat or cholesterol diet; low salt or sodium diet; sugar free or low sugar diet; low fiber diet; high fiber diet; diabetic diet; or another type of diet?),"Both males and females 0 YEARS -
			150 YEARS",binary,,,{},"{""6"": ""High fiber or high residue diet""}",,
DRQSDT7,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,Diabetic diet,What kind of diet are you on? (Is it a weight loss or low calorie diet: low fat or cholesterol diet; low salt or sodium diet; sugar free or low sugar diet; low fiber diet; high fiber diet; diabetic diet; or another type of diet?),"Both males and females 0 YEARS -
			150 YEARS",binary,,,{},"{""7"": ""Diabetic diet (including gestational diabetic diets)""}",,
DRQSDT8,,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,Weight gain/Muscle building diet,What kind of diet are you on? (Is it a weight loss or low calorie diet: low fat or cholesterol diet; low salt or sodium diet; sugar free or low sugar diet; low fiber diet; high fiber diet; diabetic diet; or another type of diet?),"Both males and females 0 YEARS -
			150 YEARS",binary,,,{},"{""8"": ""Weight gain/Muscle building diet""}",,
